,index,sample_size_method,num_trees,max_depth,feat_choice,fold_num,auc
484,4,full,300,100,sqrt,5,0.7238978421662268
485,0,full,300,100,half_sqrt,1,0.6666053497959025
486,1,full,300,100,half_sqrt,2,0.6568423627247156
487,2,full,300,100,half_sqrt,3,0.6781355582010511
488,3,full,300,100,half_sqrt,4,0.6660746631948374
489,4,full,300,100,half_sqrt,5,0.689671038737158
490,0,full,300,100,2sqrt,1,0.7443676495558906
491,1,full,300,100,2sqrt,2,0.7420383670383671
492,2,full,300,100,2sqrt,3,0.7462005643623891
493,3,full,300,100,2sqrt,4,0.7432445227043608
494,4,full,300,100,2sqrt,5,0.738528847516435
495,0,full,300,500,sqrt,1,0.6983012447324766
496,1,full,300,500,sqrt,2,0.7053151839248096
497,2,full,300,500,sqrt,3,0.718089796446647
498,3,full,300,500,sqrt,4,0.7127297467087707
499,4,full,300,500,sqrt,5,0.7238978421662268
500,0,full,300,500,half_sqrt,1,0.6666053497959025
501,1,full,300,500,half_sqrt,2,0.6568423627247156
502,2,full,300,500,half_sqrt,3,0.6781355582010511
503,3,full,300,500,half_sqrt,4,0.6660746631948374
504,4,full,300,500,half_sqrt,5,0.689671038737158
505,0,full,300,500,2sqrt,1,0.7443676495558906
506,1,full,300,500,2sqrt,2,0.7420383670383671
507,2,full,300,500,2sqrt,3,0.7462005643623891
508,3,full,300,500,2sqrt,4,0.7432445227043608
509,4,full,300,500,2sqrt,5,0.738528847516435
510,0,full,300,1000,sqrt,1,0.6983012447324766
511,1,full,300,1000,sqrt,2,0.7053151839248096
512,2,full,300,1000,sqrt,3,0.718089796446647
513,3,full,300,1000,sqrt,4,0.7127297467087707
514,4,full,300,1000,sqrt,5,0.7238978421662268
515,0,full,300,1000,half_sqrt,1,0.6666053497959025
516,1,full,300,1000,half_sqrt,2,0.6568423627247156
517,2,full,300,1000,half_sqrt,3,0.6781355582010511
518,3,full,300,1000,half_sqrt,4,0.6660746631948374
519,4,full,300,1000,half_sqrt,5,0.689671038737158
520,0,full,300,1000,2sqrt,1,0.7443676495558906
521,1,full,300,1000,2sqrt,2,0.7420383670383671
522,2,full,300,1000,2sqrt,3,0.7462005643623891
523,3,full,300,1000,2sqrt,4,0.7432445227043608
524,4,full,300,1000,2sqrt,5,0.738528847516435
525,0,full,300,3000,sqrt,1,0.6983012447324766
526,1,full,300,3000,sqrt,2,0.7053151839248096
527,2,full,300,3000,sqrt,3,0.718089796446647
528,3,full,300,3000,sqrt,4,0.7127297467087707
529,4,full,300,3000,sqrt,5,0.7238978421662268
530,0,full,300,3000,half_sqrt,1,0.6666053497959025
531,1,full,300,3000,half_sqrt,2,0.6568423627247156
532,2,full,300,3000,half_sqrt,3,0.6781355582010511
533,3,full,300,3000,half_sqrt,4,0.6660746631948374
534,4,full,300,3000,half_sqrt,5,0.689671038737158
535,0,full,300,3000,2sqrt,1,0.7443676495558906
536,1,full,300,3000,2sqrt,2,0.7420383670383671
537,2,full,300,3000,2sqrt,3,0.7462005643623891
538,3,full,300,3000,2sqrt,4,0.7432445227043608
539,4,full,300,3000,2sqrt,5,0.738528847516435
