,threshold,tpr,fpr,accuracy,f1-measure,precision,recall,learning_rate
31,0.31,0.984486102133161,0.5469096281704013,0.5129643117261471,0.312955923148053,0.1860493525531395,0.984486102133161,0.1
32,0.32,0.9812540400775694,0.5225313962078306,0.534231609613984,0.3219170819637366,0.19254185692541856,0.9812540400775694,0.1
33,0.33,0.9773755656108597,0.4992202249035541,0.5544792425345958,0.33081719724319003,0.19910455622860151,0.9773755656108597,0.1
34,0.34,0.9722042663219134,0.47533448247558074,0.5750910415149308,0.34019452612531104,0.2061686086360521,0.9722042663219134,0.1
35,0.35,0.9676793794440853,0.4548140852006895,0.59278951201748,0.34874781595806637,0.21270247229326514,0.9676793794440853,0.1
36,0.36,0.9573367808661927,0.4347861774603956,0.6093954843408594,0.35579579579579584,0.2185010327530245,0.9573367808661927,0.1
37,0.37,0.9489334195216548,0.4161536567347944,0.6249817916970138,0.3631416202844774,0.2245334964821046,0.9489334195216548,0.1
38,0.38,0.9392372333548804,0.39817778872198967,0.6398397669337218,0.3701439307094637,0.23048857868020303,0.9392372333548804,0.1
39,0.39,0.9314802844214609,0.3780677993925962,0.6568099053168245,0.379510139583882,0.23829998346287415,0.9314802844214609,0.1
40,0.4,0.9211376858435681,0.3577936468850037,0.6736343772760379,0.388760060019097,0.24636929460580914,0.9211376858435681,0.1
41,0.41,0.9120879120879121,0.33989986046129855,0.6884923525127458,0.3975207775743062,0.25414265129682995,0.9120879120879121,0.1
42,0.42,0.8998060762766645,0.3199540343101042,0.7048069919883467,0.4071961386573059,0.2631379962192817,0.8998060762766645,0.1
43,0.43,0.8804137039431157,0.30123943199540343,0.7192279679533867,0.4140446876424989,0.2706677265500795,0.8804137039431157,0.1
44,0.44,0.8713639301874596,0.2850693589427891,0.7325564457392572,0.4233668341708543,0.2796100394109106,0.8713639301874596,0.1
45,0.45,0.8564964447317388,0.2679963884100796,0.7460305899490167,0.4318070718592146,0.2886710239651416,0.8564964447317388,0.1
46,0.46,0.8416289592760181,0.24821472543708445,0.7619082301529497,0.4433849821215733,0.30097087378640774,0.8416289592760181,0.1
47,0.47,0.8267614738202973,0.2340966921119593,0.7727603787327021,0.4505107432194434,0.3096102638586299,0.8267614738202973,0.1
48,0.48,0.8067226890756303,0.22030698514323238,0.7827385287691188,0.4555575835006388,0.31739572736520855,0.8067226890756303,0.1
49,0.49,0.7866839043309631,0.20799474677829763,0.7914056809905317,0.45941864854662134,0.32444681418288457,0.7866839043309631,0.1
50,0.5,0.7627666451195863,0.1954362636460642,0.7998543335761107,0.46202036021926396,0.33136759337264815,0.7627666451195863,0.1
51,0.51,0.7440206851971558,0.183206106870229,0.8085943190094683,0.46693711967545637,0.3402305645876441,0.7440206851971558,0.1
52,0.52,0.724628312863607,0.16999097102519906,0.818135469774217,0.4730955897868748,0.35119047619047616,0.724628312863607,0.1
53,0.53,0.6955397543632837,0.15841746696216039,0.8251274581209032,0.4726553920491984,0.3579507651363939,0.6955397543632837,0.1
54,0.54,0.6735617323852618,0.14733645243371912,0.8324836125273124,0.47536496350364965,0.36728939020091644,0.6735617323852618,0.1
55,0.55,0.649644473173885,0.1356808667815809,0.8401310997815004,0.4780023781212842,0.3781038374717833,0.649644473173885,0.1
56,0.56,0.6270200387847447,0.1258310760896331,0.8463219227967953,0.47901234567901235,0.3875349580503396,0.6270200387847447,0.1
57,0.57,0.6050420168067226,0.11680210128868095,0.8518572469045885,0.4792626728110599,0.39677829588808816,0.6050420168067226,0.1
58,0.58,0.5824175824175825,0.1077731264877288,0.857319737800437,0.4791278915182133,0.4069557362240289,0.5824175824175825,0.1
59,0.59,0.5630252100840336,0.10022162029056883,0.8618353969410051,0.478702940368233,0.41634799235181646,0.5630252100840336,0.1
60,0.6,0.5481577246283129,0.09570713289009275,0.8641660597232338,0.4762707104745858,0.42105263157894735,0.5481577246283129,0.1
61,0.61,0.5345830639948287,0.08840187146023147,0.8691187181354698,0.4792813677195016,0.43434873949579833,0.5345830639948287,0.1
62,0.62,0.5235940530058177,0.08421571041615365,0.8715950473415878,0.47886491279929055,0.4411764705882353,0.5235940530058177,0.1
63,0.63,0.5054945054945055,0.07986538619387672,0.8734158776402039,0.4736523319200484,0.4455840455840456,0.5054945054945055,0.1
64,0.64,0.4945054945054945,0.07485840925880326,0.8766205389657684,0.47456575682382135,0.4561717352415027,0.4945054945054945,0.1
65,0.65,0.47640594699418226,0.06862020848723631,0.8801165331391114,0.4724358974358975,0.46853146853146854,0.47640594699418226,0.1
66,0.66,0.46283128636069815,0.06410572108676024,0.8825928623452294,0.4704336399474376,0.47828991315965264,0.46283128636069815,0.1
67,0.67,0.4460245636716225,0.057949601904292866,0.8861616897305171,0.46890927624872586,0.49426934097421205,0.4460245636716225,0.1
68,0.68,0.42727860374919197,0.05269638020192071,0.8887108521485797,0.46385964912280697,0.5072908672294705,0.42727860374919197,0.1
69,0.69,0.39689722042663217,0.04695066896495116,0.8903860160233066,0.4493230881814856,0.5177065767284992,0.39689722042663217,0.1
70,0.7,0.3762120232708468,0.04161536567347944,0.89278951201748,0.44157814871016693,0.5344352617079889,0.3762120232708468,0.1
71,0.71,0.3451842275371687,0.03800377575309858,0.8924981791697014,0.41981132075471694,0.5356068204613842,0.3451842275371687,0.1
72,0.72,0.31997414350355524,0.034063859476319465,0.8931536780772033,0.4029304029304029,0.5439560439560439,0.31997414350355524,0.1
73,0.73,0.28829993535875886,0.029467290486743822,0.8936635105608157,0.3792517006802721,0.5540372670807453,0.28829993535875886,0.1
74,0.74,0.2611506140917906,0.02528112944266601,0.8943190094683175,0.35768038955289955,0.5674157303370787,0.2611506140917906,0.1
75,0.75,0.24046541693600518,0.021341213165886892,0.8954843408594318,0.3414410279944929,0.5886075949367089,0.24046541693600518,0.1
76,0.76,0.21331609566903684,0.017319215300008208,0.8959941733430444,0.3160919540229885,0.609981515711645,0.21331609566903684,0.1
77,0.77,0.19069166127989656,0.014200114914224739,0.8962126729788784,0.29280397022332505,0.6303418803418803,0.19069166127989656,0.1
78,0.78,0.16418875242404654,0.011163096117540836,0.8959213401310998,0.2622612287041817,0.6512820512820513,0.16418875242404654,0.1
79,0.79,0.14414996767937943,0.008700648444553887,0.8958485069191552,0.23773987206823027,0.6778115501519757,0.14414996767937943,0.1
80,0.8,0.1279896574014221,0.006320282360666503,0.8961398397669337,0.2173435784851811,0.72,0.1279896574014221,0.1
81,0.81,0.11182934712346478,0.005006976935073463,0.8954843408594318,0.19427288040426724,0.7393162393162394,0.11182934712346478,0.1
82,0.82,0.10407239819004525,0.004186161044077813,0.8953386744355426,0.183058555997726,0.7594339622641509,0.10407239819004525,0.1
83,0.83,0.09566903684550743,0.0036115899203808585,0.8949016751638748,0.1702127659574468,0.7708333333333334,0.09566903684550743,0.1
84,0.84,0.0892049127343245,0.003037018796683904,0.8946831755280408,0.16027874564459932,0.7885714285714286,0.0892049127343245,0.1
85,0.85,0.08468002585649645,0.002380366083887384,0.8947560087399854,0.15348564733450498,0.81875,0.08468002585649645,0.1
86,0.86,0.07756948933419522,0.002216202905688254,0.8941005098324836,0.14167650531286896,0.8163265306122449,0.07756948933419522,0.1
87,0.87,0.07239819004524888,0.002134121316588689,0.8935906773488711,0.13293768545994067,0.8115942028985508,0.07239819004524888,0.1
88,0.88,0.060116354234001294,0.0018057949601904292,0.8924981791697014,0.11191335740072202,0.808695652173913,0.060116354234001294,0.1
89,0.89,0.0491273432449903,0.0012312238364934746,0.891769847050255,0.09279609279609279,0.8351648351648352,0.0491273432449903,0.1
90,0.9,0.031027795733678087,0.0008208158909956497,0.8900946831755281,0.059813084112149535,0.8275862068965517,0.031027795733678087,0.1
91,0.91,0.012928248222365869,0.0004924895345973898,0.8883466860888565,0.025429116338207245,0.7692307692307693,0.012928248222365869,0.1
92,0.92,0.004524886877828055,0.00016416317819912992,0.8876911871813546,0.008997429305912599,0.7777777777777778,0.004524886877828055,0.1
93,0.93,0.001292824822236587,0.0,0.8874726875455208,0.0025823111684958036,1.0,0.001292824822236587,0.1
94,0.94,0.0,0.0,0.8873270211216314,,,0.0,0.1
95,0.95,0.0,0.0,0.8873270211216314,,,0.0,0.1
96,0.96,0.0,0.0,0.8873270211216314,,,0.0,0.1
97,0.97,0.0,0.0,0.8873270211216314,,,0.0,0.1
98,0.98,0.0,0.0,0.8873270211216314,,,0.0,0.1
99,0.99,0.0,0.0,0.8873270211216314,,,0.0,0.1
