,Weight,Absolute_Weight
57,20.918175433411175,20.918175433411175
75,-10.912111649624551,10.912111649624551
77,10.587413874819404,10.587413874819404
59,-9.059842861246134,9.059842861246134
58,-8.940684058447939,8.940684058447939
46,-7.132317791214523,7.132317791214523
41,-6.4671985435964086,6.4671985435964086
48,6.369946480806567,6.369946480806567
78,4.242640194414131,4.242640194414131
65,3.771927813596052,3.771927813596052
74,3.709860193444279,3.709860193444279
4,3.5724843510901216,3.5724843510901216
45,3.549435842020017,3.549435842020017
64,-3.059303686720435,3.059303686720435
73,-2.7362510792787553,2.7362510792787553
11,2.4025572073439045,2.4025572073439045
40,2.2830001566495275,2.2830001566495275
17,2.16396378642577,2.16396378642577
42,2.050062879617461,2.050062879617461
56,-2.039581468991301,2.039581468991301
50,1.9781996643277477,1.9781996643277477
9,-1.75059592075761,1.75059592075761
2,-1.7001207856083589,1.7001207856083589
30,1.6462194776470822,1.6462194776470822
1,-1.4296060579100427,1.4296060579100427
39,-1.404933111923712,1.404933111923712
44,1.3343189415409207,1.3343189415409207
68,-1.2184531226438597,1.2184531226438597
76,1.2027648195309604,1.2027648195309604
69,1.1559900776446934,1.1559900776446934
28,1.1358162161262964,1.1358162161262964
7,-1.1087055377176906,1.1087055377176906
27,1.0191106048902727,1.0191106048902727
70,0.9980829423111904,0.9980829423111904
25,-0.8926123757462904,0.8926123757462904
81,0.8780670447258205,0.8780670447258205
0,0.8780670447258188,0.8780670447258188
22,-0.8073391030253362,0.8073391030253362
24,0.8004691578249238,0.8004691578249238
5,0.7657099570143485,0.7657099570143485
31,-0.7600466472818704,0.7600466472818704
60,0.7598075048270597,0.7598075048270597
52,0.7580828991920042,0.7580828991920042
36,0.70799359513172,0.70799359513172
33,0.6348211732511908,0.6348211732511908
43,-0.6215267919763412,0.6215267919763412
53,0.6065496285189278,0.6065496285189278
19,0.5564629478785535,0.5564629478785535
62,0.5511060581972613,0.5511060581972613
49,-0.5085370797005999,0.5085370797005999
23,-0.48312546138397094,0.48312546138397094
12,-0.4770823994642882,0.4770823994642882
54,-0.4720271530309354,0.4720271530309354
34,0.4312210340753445,0.4312210340753445
13,0.41038810497827527,0.41038810497827527
37,0.35804861219481476,0.35804861219481476
16,-0.35686076479876844,0.35686076479876844
3,-0.33040041986025614,0.33040041986025614
47,0.3256834429009779,0.3256834429009779
6,-0.27961532947296197,0.27961532947296197
63,-0.2609795469772321,0.2609795469772321
15,0.24016698386344704,0.24016698386344704
14,-0.22452542188255567,0.22452542188255567
35,-0.18797516260071925,0.18797516260071925
38,-0.18797516260071925,0.18797516260071925
20,0.1772227764073533,0.1772227764073533
61,-0.1718669713212686,0.1718669713212686
66,0.1654429178501986,0.1654429178501986
18,0.1338928833328793,0.1338928833328793
29,0.0968884663751589,0.0968884663751589
67,-0.09554206943970267,0.09554206943970267
72,-0.09554206943970267,0.09554206943970267
8,-0.07098434989522073,0.07098434989522073
10,-0.07063931389648803,0.07063931389648803
51,-0.05095883207206975,0.05095883207206975
71,0.03798921685349996,0.03798921685349996
55,0.03642050211788783,0.03642050211788783
21,0.01048843710703031,0.01048843710703031
26,0.008859539664759164,0.008859539664759164
32,-0.008105785639387034,0.008105785639387034
79,0.0,0.0
80,0.0,0.0
