,Weight,Absolute_Weight
57,0.8067100593883898,0.8067100593883898
75,-0.45591069757262903,0.45591069757262903
59,-0.3542017763407846,0.3542017763407846
77,0.3251519621594813,0.3251519621594813
65,0.26214042368033047,0.26214042368033047
74,0.24929801220041928,0.24929801220041928
41,-0.24359893948577435,0.24359893948577435
64,-0.23754591648464451,0.23754591648464451
40,0.22291512950297315,0.22291512950297315
58,-0.22123591901649078,0.22123591901649078
56,-0.20317437620306175,0.20317437620306175
39,-0.19481714167492,0.19481714167492
67,-0.1708086582947152,0.1708086582947152
72,-0.1708086582947152,0.1708086582947152
76,0.15885672324120073,0.15885672324120073
30,0.15627279510814357,0.15627279510814357
31,-0.12792718134592385,0.12792718134592385
9,-0.1245538817417457,0.1245538817417457
4,0.10851527836991434,0.10851527836991434
45,0.09934726358911855,0.09934726358911855
11,0.09689576484412507,0.09689576484412507
46,-0.09683497970269637,0.09683497970269637
2,-0.09360069676274799,0.09360069676274799
48,0.09219285065422822,0.09219285065422822
28,0.08980622482721883,0.08980622482721883
69,0.0897723206500802,0.0897723206500802
60,0.0867092317739522,0.0867092317739522
50,0.07935569044421094,0.07935569044421094
1,-0.07608893281929473,0.07608893281929473
19,0.07592925799975671,0.07592925799975671
17,0.07135503620963224,0.07135503620963224
3,0.069988173853529,0.069988173853529
25,-0.06905949023496592,0.06905949023496592
49,0.06808252706197572,0.06808252706197572
68,0.062158288759178414,0.062158288759178414
63,-0.058181389182373956,0.058181389182373956
73,-0.05039136607765094,0.05039136607765094
18,-0.04586089059769149,0.04586089059769149
70,0.045489772587580767,0.045489772587580767
42,0.041055602697410806,0.041055602697410806
7,-0.04066737675116523,0.04066737675116523
8,0.03462850005381999,0.03462850005381999
27,0.03018397273397493,0.03018397273397493
36,0.028680179486820237,0.028680179486820237
52,0.028674032007610036,0.028674032007610036
81,0.028097987828053093,0.028097987828053093
0,0.028097987828052905,0.028097987828052905
78,-0.025409584270701016,0.025409584270701016
43,-0.02536160421419625,0.02536160421419625
47,0.025198668213728712,0.025198668213728712
51,-0.023347988477633443,0.023347988477633443
53,0.022494991237648622,0.022494991237648622
33,0.019905956122738058,0.019905956122738058
62,-0.019728084133654955,0.019728084133654955
61,0.019298229370129764,0.019298229370129764
5,0.019284165186652342,0.019284165186652342
23,-0.013675143810505391,0.013675143810505391
44,-0.011339091429952963,0.011339091429952963
34,0.010329385384101412,0.010329385384101412
13,0.009959640321878797,0.009959640321878797
22,-0.009234098384088193,0.009234098384088193
54,0.008982087360192,0.008982087360192
55,-0.008705134299764185,0.008705134299764185
16,-0.008436759630324244,0.008436759630324244
10,-0.008164505995917903,0.008164505995917903
20,-0.003782462991742846,0.003782462991742846
66,0.0035034806323670157,0.0035034806323670157
24,-0.003407970397906198,0.003407970397906198
6,-0.0033144754649115375,0.0033144754649115375
14,-0.0031512887406348602,0.0031512887406348602
15,0.0023956398234938163,0.0023956398234938163
35,-0.002137353678786473,0.002137353678786473
38,-0.002137353678786473,0.002137353678786473
21,0.0018120834177306666,0.0018120834177306666
26,0.0017999095374095209,0.0017999095374095209
29,0.0016845835569154137,0.0016845835569154137
37,0.0015551620200192238,0.0015551620200192238
71,0.0014862641259288055,0.0014862641259288055
12,0.001151694899802599,0.001151694899802599
32,-0.0002476259341666717,0.0002476259341666717
79,0.0,0.0
80,0.0,0.0
