,Weight,Absolute_Weight
57,0.10966124180803041,0.10966124180803041
75,-0.08525576626802643,0.08525576626802643
40,0.05251658820138217,0.05251658820138217
39,-0.04805368896009041,0.04805368896009041
77,0.0475353338933594,0.0475353338933594
59,-0.046500909772018144,0.046500909772018144
65,0.046027565431103375,0.046027565431103375
67,-0.04387828597378002,0.04387828597378002
72,-0.04387828597378002,0.04387828597378002
74,0.04363647001579231,0.04363647001579231
76,0.04218333161595879,0.04218333161595879
64,-0.042118613322706194,0.042118613322706194
41,-0.036975625524656726,0.036975625524656726
30,0.031879881688096294,0.031879881688096294
56,-0.03082523165498135,0.03082523165498135
58,-0.02787220113973921,0.02787220113973921
31,-0.027387165698213072,0.027387165698213072
68,0.02468856374320638,0.02468856374320638
78,-0.024222963099439727,0.024222963099439727
9,-0.023110592702975406,0.023110592702975406
28,0.018472423338987076,0.018472423338987076
60,0.018242356065003112,0.018242356065003112
19,0.017997421879276377,0.017997421879276377
69,0.01572390969632256,0.01572390969632256
1,-0.015641743597930018,0.015641743597930018
4,0.015521211143330075,0.015521211143330075
3,0.014973737720696398,0.014973737720696398
45,0.013899243138347337,0.013899243138347337
11,0.013576319098811964,0.013576319098811964
49,0.01344154709514113,0.01344154709514113
2,-0.013027411368662492,0.013027411368662492
18,-0.012995944730654858,0.012995944730654858
25,-0.012305215366189604,0.012305215366189604
50,0.012060028770190473,0.012060028770190473
48,0.011599437355764616,0.011599437355764616
17,0.01073403137483797,0.01073403137483797
63,-0.010335598120115705,0.010335598120115705
8,0.009398818520653385,0.009398818520653385
70,0.007706637226817888,0.007706637226817888
43,-0.007147814264881077,0.007147814264881077
62,-0.007122199093263049,0.007122199093263049
7,-0.006136105106844065,0.006136105106844065
36,0.00527396572535771,0.00527396572535771
46,-0.0051683463120310935,0.0051683463120310935
73,0.004704715199279414,0.004704715199279414
34,0.004523021514760117,0.004523021514760117
0,0.004462899241291735,0.004462899241291735
81,0.004462899241291731,0.004462899241291731
47,0.003989546881270061,0.003989546881270061
54,0.0037663430930913954,0.0037663430930913954
27,0.003735187663792098,0.003735187663792098
52,0.00368597828485107,0.00368597828485107
61,0.00367834038966739,0.00367834038966739
51,-0.0036701671276387366,0.0036701671276387366
22,-0.00295055294745076,0.00295055294745076
5,0.0026371053438577746,0.0026371053438577746
53,0.002544407898684681,0.002544407898684681
24,-0.0024041091685057473,0.0024041091685057473
55,-0.0018636629076966707,0.0018636629076966707
13,0.0014913455886050877,0.0014913455886050877
16,-0.0012409398655540815,0.0012409398655540815
44,-0.0009508797033590492,0.0009508797033590492
23,-0.0009409563611678788,0.0009409563611678788
20,-0.0008342503136131627,0.0008342503136131627
12,0.0007660796197056209,0.0007660796197056209
6,-0.0006982850410966881,0.0006982850410966881
26,0.0006705741651230861,0.0006705741651230861
66,0.0005539471328945786,0.0005539471328945786
37,-0.0005243497443867286,0.0005243497443867286
21,0.0002956724062833908,0.0002956724062833908
35,-0.0002867167396792488,0.0002867167396792488
38,-0.0002867167396792488,0.0002867167396792488
42,-0.0002842381944939372,0.0002842381944939372
14,-0.0002484379844594279,0.0002484379844594279
33,0.0002265944662108734,0.0002265944662108734
71,0.00022207454872489712,0.00022207454872489712
29,0.0001855479167034708,0.0001855479167034708
10,-7.63449013776009e-05,7.63449013776009e-05
32,-2.981674859148871e-05,2.981674859148871e-05
15,7.010640984988935e-06,7.010640984988935e-06
79,0.0,0.0
80,0.0,0.0
